cliente_id,nombre,apellido,email,telefono,ciudad,pais,segmento,fecha_registro,fecha_consentimiento,activo,data_owner,clasificacion_dato
CLI-00233,c7c084318b6f1bece6f74ffce1ea53596070345272dee8040037497c7d4cbffe,ee9b4b880a23350b2364a97b5bac84cdf17636f1997fbee4ce5e1a78d032b508,f4a1adea69032d6212950e298dcf9242209dc61903994565c230f55056092466,+56********8068,Valledupar,Chile,B2C,2023-02-02,2023-02-04,True,crm@retailtech.co,confidencial
CLI-00234,537c323098c82dc01efe6d395b90e54b9184555b08a12ee23b72c66fcd2c1203,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,a51ae83b3115f499d337bc389b939cc0634c1089c2a6bc21b46155463dad9f35,+52********0212,Santa Rosa de Osos,México,B2C,2024-04-04,2024-04-07,True,marketing@retailtech.co,confidencial
CLI-00235,2a097b21dfbe7d9b3356a0a4979c5d8f5d4bb47111a9a39656f00dab3d0ddd09,4e5f6ec2f73565b3a205fafff74e26bfebfe42bf6b198ffbc68fd8501c1d871d,75d06ea64d69f97dbb46ab99413a31c9d6dbbb964aaf1df86792ff9591610dc5,N/A,,México,B2B,2024-07-04,2024-07-07,True,crm@retailtech.co,confidencial
CLI-00236,83ed5207a41179600b50c409a460cfc229c60cb91bf06480d705c923c864e501,83e7a93c36042fd5903d31a17670de42196ac8a961fe610fda851a2b19535d4d,637e2bcd0edd5509e59e2e4e451b6d6e71f7d727bef225c163dbb69dd25aaf8b,+57******0376,La Belleza,Colombia,Premium,2024-06-28,2024-07-01,True,marketing@retailtech.co,confidencial
CLI-00237,7c8ccc86c11654af029457d90fdd9d013ce6fb011ee8fdb1374832268cc8d967,ee9b4b880a23350b2364a97b5bac84cdf17636f1997fbee4ce5e1a78d032b508,dc0c864b9b0a78aef84dccc8098511eef1c537c0d31e1fa6abb66f8834b0b919,N/A,Córdoba,Chile,B2C,2023-02-02,2023-02-07,True,marketing@retailtech.co,confidencial
CLI-00238,5f3d6952c5c5e22077fabf461de80f1ce475752fe75afcf5ca46bac438405619,43762f7506b7249e54aaec56c5429982b7401dc6716ed08898cab1a067d0bcaa,f9ee6bd260924a898084c85ba7a97864716b90379e084250d8e5326351428510,N/A,La Macarena,Perú,B2B,2024-04-02,2024-04-06,True,marketing@retailtech.co,confidencial
CLI-00239,1310262bb01b48c1cf4202d9aad0aeeaefceb227c33f0dbf348a3a4f9fe3d275,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,690efe5df4b4621258e1433d48ccf878fe28a1fb3eb847b92d24fcc597608828,+57******8422,La Paz,Colombia,Inactivo,2023-05-24,2023-05-28,True,crm@retailtech.co,confidencial
CLI-00240,2d8d3f3a0f06b516626d36b54a9197ba38d711580f8d6e2d88d64748e8839311,8e88535a5da3f7896f4feb02bff65c3934b6b8df4f43a57787a34a644ea65d49,ccfac175d05527786ebef0d45437d3b25809ebccd99fc3ab38945492ca9cee3b,+57******6966,Urumita,Ecuador,Premium,2023-08-31,2023-09-02,True,marketing@retailtech.co,confidencial
CLI-00241,8c4fd8b2c24ffcc223dbf09088bd79734e8404cd4d9e90fc418ecb490622d1ca,935d3a73d6319ee218bb7ad9d5ef0f213b6edf8282ea3ecb380ea46615672aa1,fa938369987e7459c612c73773a9b03ede0e0ac6f4ad8f1e9d83a696a98c1d3b,+57********6249,San José de Miranda,Colombia,B2C,2024-10-03,2024-10-08,True,crm@retailtech.co,confidencial
CLI-00242,3152be9705e161a0baf6f2eff8621afe3ffbe952b378406e55d7f28b73ac4627,0a5ffa2e6a91383c578a2d907de1dfda8d524b454a2e70508f2ae5d5da463763,6f517e2ea54379ce2fe7b9d15cf34b9832e864a6f22df9d57a417b46d908e4d0,+57***3417,Sonsón,Colombia,B2C,2024-12-14,2024-12-17,True,marketing@retailtech.co,confidencial
CLI-00243,0ce93c9606f0685bf60e051265891d256381f639d05c0aec67c84eec49d33cc1,325a769b558828f73beb63e2951c3e538bc241e78a9603f2ca01c5fa4db1d8b0,b791755a58d44d68bba158099960713c2e674976dd5dcdc6122b5731be36e3f4,+57******2118,Purísima de la Concepción,Ecuador,B2B,2024-04-19,2024-04-19,True,marketing@retailtech.co,confidencial
CLI-00244,83ed5207a41179600b50c409a460cfc229c60cb91bf06480d705c923c864e501,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,a5ce18dabecf44c8fb8e38c7595615c5f0f5a38851016d03b2ed8f9759307e3a,+52********7041,Garagoa,México,B2C,2024-04-05,2024-04-07,True,marketing@retailtech.co,confidencial
CLI-00245,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,9c0759776f3e04c5ef29df7f5b9795b2b564ef3a75833fd898bc43ac1a1fceab,420dc83e864076db99bc7e49d2f4981d02c47b64ae9d0cdc87e146e7bde64478,+57******5130,Baraya,Colombia,Premium,2023-07-12,2023-07-16,False,marketing@retailtech.co,confidencial
CLI-00246,4c2af77ab7d1edff238c4b49c904acb8443b661000ead0fa44604e17c493f7cd,99426a294a87c1a83549dea8bee4c8bbe07abd14581129acbf9d4092960e63e1,f328770bc2607025f2813fde135e1ca4e0054df5a2f6cda966d4508d528b58cc,+57******4679,Apía,Colombia,Inactivo,2023-08-05,2023-08-06,True,marketing@retailtech.co,confidencial
CLI-00247,68384652cc8eb75f29c5e0ec1421c13b420cf2539d9da8489b383cac299f7770,231f6523efb1f10c654e2b6a16d792296e7497119f561721890b3221ff1a94c8,7e8b3face97681324df6334de38e697b36b53d0b73be1ed0e1948a3c1f0033bc,+56********6240,Turmequé,Chile,B2B,2024-02-11,2024-02-12,True,crm@retailtech.co,confidencial
CLI-00248,069fca009882e13e01c6b0559c9b14a4337c4495f83fd720965ec80f0770a699,2ffeb435f5747da699a36b82c3809e597ce8286ed44376daba341988211fe162,740ce47902d4913bd7f30575fbd900776f9892b3c233727da244bef607dcb7f4,+52********0918,San Juan de Rioseco,México,Premium,2024-04-22,2024-04-22,True,marketing@retailtech.co,confidencial
CLI-00249,3152be9705e161a0baf6f2eff8621afe3ffbe952b378406e55d7f28b73ac4627,1197019aed67eaf89c3c3ade7788071680c6f267f7084b3e810dcfdb20abfb62,6a6e3576b5314fbe967a9e605c321e72931c8e575255a5cb86537969477addef,+57***8826,Santa Lucía,Colombia,Premium,2024-07-30,2024-07-31,True,marketing@retailtech.co,confidencial
CLI-00250,80f563ecc98a3145fc14237415b486396ec6be5e9826ccd0d6ff1686ef2ffc50,b551896335d4ace6c9c76daf1167fff017fa18cab868214fbc3fa59662c7e9c0,24f905b583ca8e3345a3491f32c80f67ce987f3fd0d3c56a2de7279e6cef9fa9,+57******7808,Charalá,Perú,B2C,2023-12-04,2023-12-05,True,crm@retailtech.co,confidencial
CLI-00251,aec70b6af7d213ba80c2297dfb51df4700d03d33e5846f3aa44f13142980e77f,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,9f8a925c280f58b4ecc23f7543931588742de3a62a1e0e29dcbf8c3e93ad95b3,+57***9785,La Ceja,Colombia,B2C,2024-10-19,2024-10-24,True,marketing@retailtech.co,confidencial
CLI-00252,d86dc6e60b0632e30f2a78abe922c238e913dd5c74f76df6dc935f1ec73a5df6,4dd1d4d99d1a1357bd8cef658d5c327114713b75e9cab8c89c0d43ae34fdb921,ca8049fdc71e0dbe4b5f9fbd0553b1a9104a5f7d322cfebd629af6e16ff52e6d,N/A,,Colombia,Premium,2024-06-20,2024-06-20,True,marketing@retailtech.co,confidencial
CLI-00253,83ed5207a41179600b50c409a460cfc229c60cb91bf06480d705c923c864e501,4da9ef6966470329f41a4e5a9cbf43ecf5f25c6c0d020e5e9603640d04b4f990,d751786db82a10fd66cf236dee67e095daae40db19a89a609b21e3b7b4b62549,N/A,Briceño,Colombia,B2C,2023-03-11,2023-03-16,False,crm@retailtech.co,confidencial
CLI-00254,adb5b43531be77f476d86bf967ddcf8586bcf0547ccd800670cec32e927aa60b,12177d721260a28ce46d8861f3870e4e875c0c97b73753fcda918fc6ae9e0492,739ca3bf7def1e5fb726f0d7a04336b8b24a533c46f2e6e8512984ca37f68a41,N/A,Paz de Río,Colombia,B2C,2024-11-06,2024-11-09,True,crm@retailtech.co,confidencial
CLI-00255,5f3d6952c5c5e22077fabf461de80f1ce475752fe75afcf5ca46bac438405619,35ede0058a578a8ed050bc5cb42df09ca7274c3b4d6e82956db4749f8c78e59a,c6c4867d71aa5b9bdeadd77d0697e9a8c5704e862b188f7e1b8032508653872c,+52******8140,Campoalegre,México,Premium,2023-01-18,2023-01-22,True,marketing@retailtech.co,confidencial
CLI-00256,4ee3679892e6ac5a5b513eba7fd529d363d7a96508421c5dbd44b01b349cf514,2a2ac348449f9e119e473bd5cfabfc37a9837c7d70801fa85d9281012dda32d2,93932dc81cb4e2f755c3a34712a3037949afb4bd70df1fd56af22b122541a8b1,+57***5458,Silos,Colombia,B2B,2023-09-04,2023-09-05,False,crm@retailtech.co,confidencial
CLI-00257,4748d4c802a775e8db9a23ec58f0986cacdc5d2d3356d22c490a7d22331ff133,cefaf5dfe26e7f6878b5eeb13f92eb92fc000ba481513803358e1cd56b9b7670,7d1b7c21ab955de3bb90cdc51f06f4f625477c94e58290b6e2ca1aa7b08c15c8,+57******8951,Caloto,Colombia,Inactivo,2024-08-01,2024-08-02,False,marketing@retailtech.co,confidencial
CLI-00258,edd82ab3ecfe1ad7550fb74d2ae00211f13eb3bb9ef2d3030a16012854c7742a,02403d3639a9eb39fb53a99a96343ef214450d015290f8d0a24d0f1bd2650df0,e67919427c9ac9553a560c7d711ca5b2cd58d6563d6c5ef07a31a41039252fbd,N/A,Guamo,Colombia,B2C,2023-04-06,2023-04-09,True,crm@retailtech.co,confidencial
CLI-00259,8293e4c57c1440349e9c48c66bd52d7033e7d8ffcb8a1f59a11fb0477c0d0df4,eea301f67fa5bb4837d5f22d99ad5e45cd9102b2887922f751e69b85e8cc2dd7,43259593db4aec87157a3334255fab6df254027719763fae74478cce79f29bb9,+57******3497,Alpujarra,Perú,B2B,2024-10-22,2024-10-24,True,crm@retailtech.co,confidencial
CLI-00260,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,4a3da5203e7d278a0d57a9ea0ecfde97fadf802af39efffce84959003570a40b,+52********6002,Ansermanuevo,México,Inactivo,2023-10-05,2023-10-05,True,crm@retailtech.co,confidencial
CLI-00261,076a89c23179cedfc61171fe400ecf01fb76b9a48a68fb82dd0cd688d684d900,35c7cb7aea85c1f8f9117b0ee2280887dafeaacfc3a3730e420e7a360179e923,c1a2a379fe60efae01a9f398c3312a03ed821e1ee51a6524b48528a8296bb7be,+56***2849,Chitaraque,Chile,B2B,2023-01-17,2023-01-18,True,marketing@retailtech.co,confidencial
CLI-00262,c7c084318b6f1bece6f74ffce1ea53596070345272dee8040037497c7d4cbffe,2d39c9e156109a0f7550e5aeb3c4ee420500969eceddb0bc271cbda28c7e854d,bd07369ace230d64e37dc6d0e78b01ae0c21ed44c98a7ecd9a49a08701344420,+57******7669,Santa Sofía,Colombia,B2B,2024-08-03,2024-08-06,True,marketing@retailtech.co,confidencial
CLI-00263,9f2a08fde416cef2158943241fee1dd8f3cca092afddef1d53ae82318e05f63e,d4f41042c9c1fcadfe3f359169c5226b925e1c7b2c9219282097c069e355c8db,3665fc17e2b1cf5664feaf03359ad2e48d7e73cb8021469e964d7ed6a08c2dc0,+57******6910,Nocaima,Colombia,Inactivo,2024-05-27,2024-06-01,True,crm@retailtech.co,confidencial
CLI-00264,854dbd80fd3fa6569f40293d609fcea5f5ca3d195092055b6e8bd06bb9bc81f2,cc505d3f030573e25853fea5a7bb4605722b3d14e0fabd615e09627d07f02301,286e0e6c2d1b0e07ce89d055269b16f2a7cd79933867b53089864ac83f5a548c,+56********6173,Tenza,Chile,B2B,2023-12-01,2023-12-01,True,marketing@retailtech.co,confidencial
CLI-00265,c5156f39a155dc85b08f47cc4181d75f21af40420e2c54283156c06c1d48e04c,eea301f67fa5bb4837d5f22d99ad5e45cd9102b2887922f751e69b85e8cc2dd7,8cd4549607fb3e280e4d3667ebc7ae3d0f01eab3c8ecb2dabdf5674e932e1f9c,+57******9260,Apartadó,Colombia,B2B,2024-11-27,2024-12-01,True,marketing@retailtech.co,confidencial
CLI-00266,72534c4a93ddc043fe3229ed46b1d526c4ccc747febdcd0f284f7f6057a37858,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,5bf66f1b3540884523259352bb7d2b9140fcd3488732eb513aadc11daadf7e3c,+57********4984,Yacopí,Colombia,Premium,2024-01-25,2024-01-30,False,crm@retailtech.co,confidencial
CLI-00267,7b85175b455060e3237e925f023053ca9515e8682a83c8b09911c724a1f8b75f,11488771e1e314ec826bfe355224d11b8144a25848b87d46320e1a3645ac00ce,467133f3110be3bcb03a631c42fc001b735eb40d0d368067fc1d3af91997110d,+57******0115,San Pablo,Colombia,B2C,2024-01-04,2024-01-06,True,marketing@retailtech.co,confidencial
CLI-00268,26ef33af3f99c756154f03b275c8ee4244ddd82cf0fb046dd84b7b9f0242e9fa,eda7a59466adce3a5349eaac69812f703155f2c8f37b10146a334281977f61a0,325b8324b6398ef6d28adfafe669ccb8e495b6bdf5f8abbb2588a2f64a648322,+57********2085,Heliconia,Colombia,B2C,2023-12-29,2024-01-02,True,marketing@retailtech.co,confidencial
CLI-00269,79063e8037fff16d297a1fe65136f1251126cddb2cc9870ecf8d653835538e85,21522519fedf0f26620779ec6ced100ce57ae04362b068dc46e32041b85f7686,f781360fa94ed6284f7d375791b5b6070488bdd6a307c66ca92a4f3afdd88e91,+57******5234,Guamo,Colombia,B2B,2024-07-26,2024-07-27,True,marketing@retailtech.co,confidencial
CLI-00270,2bd2d3a31934d76198acc030caca4c31965474fe5fa48f35fef79d0fd74ee1b2,d8e259f725ff6ba5e86118a4302138a504e8cc35c9be24b0ad40fe38543db619,efe88542901d54e0efc9e62810007098aee88240fa75c6bde217641fe00aa75b,+57******7425,Venecia,Colombia,B2C,2023-06-21,2023-06-24,True,crm@retailtech.co,confidencial
CLI-00271,59195c6c541c8307f1da2d1e768d6f2280c984df217ad5f4c64c3542b04111a4,79aaae50f5e4f0fe38babd1a659b783d688c6e9c8153d32f7adb600beb959a3d,ef1574f8d62f2814f97415a3be3eca3dbc036c116ea440abed55297049e7580f,+57***0861,Aranzazu,Colombia,B2C,2024-08-31,2024-09-04,True,crm@retailtech.co,confidencial
CLI-00272,ed08c290d7e22f7bb324b15cbadce35b0b348564fd2d5f95752388d86d71bcca,76c467c97c151dc4921aa2006d6b309be455c2ee384005c1c790f796b58b29f9,89ea84ab7faa042e721df5ed0c21d714e966b71e80a27cc03fe8eb5707932edc,+56********7416,Betulia,Chile,B2C,2024-03-26,2024-03-28,True,marketing@retailtech.co,confidencial
CLI-00273,f6a761f669dfeafd8086a367b336cbee496a1b13ac5128c8cb9346ca7891ccf3,2499e63cb269d5144487b33690a57f09ae790b5533b576e7fd6c531d9c08cb73,5b0027f4620b9a009cd11b380e509831f7c9c5d741da7c7e11214f88d03ce318,+57******4573,Uramita,Colombia,B2C,2024-05-05,2024-05-07,False,marketing@retailtech.co,confidencial
CLI-00274,7741f6e727bece879123fd42f0e3fcc085d70d19671b30785bef64a995b810d0,b551896335d4ace6c9c76daf1167fff017fa18cab868214fbc3fa59662c7e9c0,6993effec8014ab8d166c4ac4c264e610837538f23a8dcdb1409e19333c89366,+56********0846,Unguía,Chile,B2C,2023-11-30,2023-12-03,False,marketing@retailtech.co,confidencial
CLI-00275,0bb38b4881e31a83f57bc64b0600dcaaad6eea09189855000c243257a7a2cd46,55b83fc7de329edefe20844f5dde5413b5ed0876a8adfdbcf931ce12645becb4,e2824e28e5c3057c092b8d5d6b9e3d24bdab68bdda50854a7192099586b13061,+52********4438,Tenerife,México,B2C,2024-11-29,2024-12-03,True,marketing@retailtech.co,confidencial
CLI-00276,bd3dae5fb91f88a4f0978222dfd58f59a124257cb081486387cbae9df11fb879,8ba35ebe3d5c74320285c75c019a06197837d4b53ea93a3f6834d725be957117,e70898626c303386f7f16783ed4f6e0321e3611ef41b00a53f143cc3e749443d,+52********4363,Murindó,México,B2C,2024-02-23,2024-02-28,True,marketing@retailtech.co,confidencial
CLI-00277,bd3dae5fb91f88a4f0978222dfd58f59a124257cb081486387cbae9df11fb879,55b83fc7de329edefe20844f5dde5413b5ed0876a8adfdbcf931ce12645becb4,d580800d224adb8ce72aaff9c96712986c3da878a0cf249a40dab84b158b16e0,+57******1187,Contadero,Colombia,B2C,2024-04-04,2024-04-08,True,crm@retailtech.co,confidencial
CLI-00278,9ce8db922a8f4a7abd859adee70bd8b7a63321265487da54cf4bed6a69eb3e1b,472b12536fa561110276999950d46365f35d375c73f8e9617de0ec13762463a5,83b655abfafd48b88f585b5eba0e38f8c9b7b39534d20095cb088ecec863d33f,+54******7304,Santa Marta,Argentina,B2B,2024-12-19,2024-12-23,True,marketing@retailtech.co,confidencial
CLI-00279,f6e1c43062056d44e216de6174c7222959d676587aa451ceaaf671fc694de018,856563fe989f15f321bf590c4241ab15869db0f4f7c74ce5221496d1255e267d,e0aa8450bfcee810300a0fd2493834ce82e5542deafe5e04cccc753d76941c54,+57******4458,El Rosal,Colombia,B2B,2024-07-30,2024-08-04,True,crm@retailtech.co,confidencial
CLI-00280,05ef130c628dac6868d8ab9a08049009d414ceaae8b90e2b0ebb3c5d4c80da6f,ab9232111a8fcad4f2c04ad4427fc5c9e379214d6b7ff46c75c60c3c5c66b026,e66febe41e3a78a761059eb99c9409af55ab9c3caba3b605a234e2870829f4bd,+57******5907,Policarpa,Colombia,Premium,2023-08-16,2023-08-20,True,marketing@retailtech.co,confidencial
CLI-00281,6a61eb7383e868f226d30d31c95348371760d993de5a098747a36923bdcaf25c,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,ba4c9126bb4d65e6c3e473bc51f56849aad6979996a25113b22deb8b31cc44dc,+57******1674,Candelaria,Colombia,B2C,2023-12-20,2023-12-20,True,crm@retailtech.co,confidencial
CLI-00282,26079e41910bcde04be636fbeecc9045379882b5ad3fe7f70b762436c6d98055,18dfd2fe8b51dffd2229f09f80690845e1d05ae467827645f1149b53a1141c66,6cc0f49de350a007f2c984a1fbecc8614a7d88f98d0f1b4a3ed8b76f93bfb1d8,+57******9706,San Andrés de Cuerquía,Colombia,B2C,2023-11-16,2023-11-18,True,crm@retailtech.co,confidencial
CLI-00284,c6ce5f796115921afe158021f045e7c6d6820383191907ff6add8b3f502082a1,d24e913a4107af875dc2ac3d419798f3794d00434e5059fbb68ac8d33626eaee,cb216af915beea22a2325679855fe29bcf8e080aa41eaf87346d44cfec3da279,+57********0172,Santa Bárbara,Colombia,B2B,2024-06-12,2024-06-13,True,marketing@retailtech.co,confidencial
CLI-00285,80f563ecc98a3145fc14237415b486396ec6be5e9826ccd0d6ff1686ef2ffc50,dca6ec9510fc0176c600bb5d75a919fba07877c74eb1a41b0530b330c5767648,1b7c3bb6b53b45cdd7e0967ce46be3b0b460c75f64834a6666a35cecd174315d,+57******2600,San Carlos,Colombia,B2C,2024-10-17,2024-10-22,True,marketing@retailtech.co,confidencial
CLI-00286,1505e1f8fa878cdc44dec9aded681d7891b63a28249dccd2180a96359a92658d,0a5ffa2e6a91383c578a2d907de1dfda8d524b454a2e70508f2ae5d5da463763,b8830c500ab9e3264d548fb01ec9a99122faa6d432c951a22bd3e4d293cad206,+56********1633,Sabanalarga,Chile,Premium,2023-07-30,2023-08-01,True,crm@retailtech.co,confidencial
CLI-00287,b983e26b1409ccf1698fa1cc5bc80caa873ada20c1f79fe46ef919aa44072fc8,626b208a365327e7ecd6ad5af2f39c8d08c2ad85a264bd0006450c4d034ba740,0cde1dd4a5b171c0abe82192fcade3d24649eed8fd52ac065ef68189489549b2,+52********0028,Norosí,México,B2C,2023-07-21,2023-07-24,True,crm@retailtech.co,confidencial
CLI-00288,4f22df54942898f169802bbfe34d6d5b1455cdeb50b387bd5b6a3a6a2496cef7,4dd1d4d99d1a1357bd8cef658d5c327114713b75e9cab8c89c0d43ae34fdb921,c6c7c4193688f4ce81286e9a7f7be831c49d606b5072b0f2911d3fd560b2bf07,+60****6535,Alejandría,Perú,B2C,2024-08-24,2024-08-24,True,marketing@retailtech.co,confidencial
CLI-00289,d994e1d001886fe5b45b1267bd1fa2b752ac50742579bd3dad7b2a2aa0ed6866,4d45fc3794ac40e88f8251c08c62e2985aae539b3aa8dc524bd883e2646a5f6e,74a2edd9443236be8deaae8d7bbc3e8b4a7d963a1e07f572e8c6480c710265d3,+57******8463,Barbacoas,Colombia,B2C,2024-11-19,2024-11-20,True,marketing@retailtech.co,confidencial
CLI-00290,216e776f041415a12a3aae7b44e6f9dd80e1fa0061b2d330e182832d6ef2a82c,5fd03f660ca57c4725e6953a79d05f37b2729ae47a9690451c7ccc28eae2f66e,0aa924d5ae6e8571af4dd296365ed418e9cf5f340454c42ee243b270b5f70dd9,+57******3348,Venadillo,Colombia,B2C,2024-08-11,2024-08-14,True,marketing@retailtech.co,confidencial
CLI-00291,feddbab236f4a5e55542770ab321ac4973de1c651477e9272113085ec5802cc8,91f9b76fa0a570cb9182039ae29f3441fa0f97945053fb4354de77bc81bf7938,b274bbaa2dc4fabc90954ca7f6634b2438ebc4a055d9a66fffedae32b1871501,N/A,Nimaima,Colombia,B2C,2024-05-16,2024-05-18,True,marketing@retailtech.co,confidencial
CLI-00292,9f2a08fde416cef2158943241fee1dd8f3cca092afddef1d53ae82318e05f63e,801321025a0d91657e60fd6569134edba9d3565d54020ca0d143c0526b031644,a620b46c040c259662b1cf8f440a57355f0276cfee42c6eaf686653fafebf975,+57******7546,La Esperanza,Colombia,Inactivo,2023-07-19,2023-07-22,True,crm@retailtech.co,confidencial
CLI-00293,68384652cc8eb75f29c5e0ec1421c13b420cf2539d9da8489b383cac299f7770,f90caad753e66639c230e2defc9c9a2eca06340fb8ecb2a564a5c2a59f7c4ed9,9b55765e9e544157c7dc86ede12bd60116b2bd949faaf461a03297d67bde2b1c,N/A,Motavita,Chile,B2B,2023-06-21,2023-06-21,True,crm@retailtech.co,confidencial
CLI-00294,45d7c42cb65265ae97c298d439c18e5293d6615a66627b382d04491113afd794,eda7a59466adce3a5349eaac69812f703155f2c8f37b10146a334281977f61a0,e644b932704f89d4ac033b16f1c0bcf2a6266edd0c0625ee653c663adb127486,+57******1348,Iza,Colombia,Premium,2024-08-02,2024-08-07,True,crm@retailtech.co,confidencial
CLI-00295,68384652cc8eb75f29c5e0ec1421c13b420cf2539d9da8489b383cac299f7770,b1a593c350c2d80f57ddad11302f2843ad15af69630c367009525fce7d2cc45e,f4cc063b88c068a644a8a4200c886956647da7f4fb9312ff14cb647d27764f5e,+57********2188,Florencia,Colombia,Premium,2024-07-09,2024-07-09,True,marketing@retailtech.co,confidencial
CLI-00296,16ae3c0f1987995494cc51525a4354d4fed441c3430d09adb45967d77fa4b467,a1c810df674eac9252a05a22be13292467af9297ebe7bc25db434a43018ca7c3,df064b2831ac477ae524df20f1a5daaaea4bc89728222b9f3479c05738401ead,+57******0896,Manatí,Colombia,B2C,2023-11-01,2023-11-01,True,marketing@retailtech.co,confidencial
CLI-00297,24d4b96f58da6d4a8512313bbd02a28ebf0ca95dec6e4c86ef78ce7f01e788ac,f3d8f6ef539025ac9ace9265e1d7ae4f12528fc8c9bd1c33e3c0478b56710fa1,e2cfded6f7a66e89a4c53a9c14eb0199c3f90e2028c4e5463741a3c0360d50e2,+57******6209,Arauquita,Colombia,B2B,2023-08-03,2023-08-08,True,marketing@retailtech.co,confidencial
CLI-00298,26c3af5f4a707cce50a894172f4a59814fbb36767b78e11a3e5f303cbad0aac2,35ede0058a578a8ed050bc5cb42df09ca7274c3b4d6e82956db4749f8c78e59a,97c74ac8d72b14f07195df81a003d7906b17d4140720a0d6b15b90f7f7c27bee,+57******3151,El Paujíl,Colombia,B2B,2023-07-31,2023-07-31,True,crm@retailtech.co,confidencial
CLI-00299,ec52e16ec05fccc1ca4c9f9be714fb45e4fab9649e64d82e3f8c839cb9118e98,4d9cb7a511c6f91c59281da6b82487e928c90b9f812f688b78ed7d6139719bdc,1c1776b904aeeaa2c4c7321a8959d6c2cab6a27bb2dd9a83d3c138eac455e6f7,+57******2312,Pajarito,Colombia,Premium,2024-06-10,2024-06-15,True,marketing@retailtech.co,confidencial
CLI-00300,67c888af8ad80f0232832431fb0bbb478f12740ff8b451d8d4ce0238a2d8b63a,f830720f3e3bed7436b244a9c9b13c0e778c777ff84b72d4c06d6f9b2f1ae455,f415bcfa3c5786d5f944f3152c8a2c08c370be2c110cb431280c7e6276e1e5b1,+52********9828,La Unión,México,B2C,2024-12-19,2024-12-20,True,crm@retailtech.co,confidencial
